phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
ID_061	132	4415	0.9566032633392378	0.019268141917111126	102.698	5.58849218359327	-195.697	206.874	267.3322277505134	2.4270513174940116	False	Both	Influenza virus	Infections
GI_523.2	207	4372	0.9925954472840643	0.0032277211031755387	1271.814	11.80290017165346	-2480.907	2504.513	133639.36857691675	5.125934415004042	False	Both	Diverticula of colon	Gastrointestinal
CA_103.21	76	4703	0.9979468214748948	0.0008926007520519168	5298.663	13.634946900202133	-10400.0	10400.0	834799.5375350779	5.921582199801635	False	Both	Basal cell carcinoma	Neoplasms
EM_200.21	62	4720	0.9983870568599332	0.0007010578406833586	5956.825	12.041874949215407	-11700.0	11700.0	169714.84905904916	5.229719842213252	False	Both	Diffuse goiter	Endocrine/Metab
GU_596.5	67	4712	0.9981532827568964	0.0008027605725642831	5790.58	13.402407389270603	-11300.0	11400.0	661594.0235156505	5.82059157337959	False	Both	Neuromuscular dysfunction of bladder	Genitourinary
NS_336.4	455	4147	0.9953825698893953	0.0020099684414345387	2333.9	13.506567908407334	-4560.854	4587.867	734222.8768261205	5.8658279120728505	False	Both	Mononeuritis of upper limb	Neurological
EM_244	67	4633	0.9973141812741712	0.0011680054805894046	3952.089	13.303447780704447	-7732.649	7759.256	599258.1668790346	5.7776139614480035	False	Both	Disorders of lipoprotein metabolism and other lipidemias	Endocrine/Metab
MS_710.41	164	4585	0.9978926447711424	0.0009161784434354942	5380.748	14.211530840644029	-10500.0	10600.0	1485899.4552685507	6.171989423489584	False	Both	Flat foot [pes planus]	Muscloskeletal
MS_741.1	145	4533	0.9971915164066383	0.001221424906988669	3877.643	13.648991512494844	-7586.392	7613.69	846606.6927600072	5.927681697420829	False	Both	Sprains and strains of shoulder and upper arm	Muscloskeletal
MS_719.1	454	4005	0.9976615499279378	0.0010167652537714973	5001.879	14.659589445830187	-9788.842	9818.161	2325834.4732377464	6.366578803291199	False	Both	Cramp and spasm	Muscloskeletal
NS_331.1	163	4491	0.9971489173897055	0.0012399779259995947	3463.514	12.376207294029184	-6775.986	6800.738	237092.89231697313	5.374918534687651	False	Both	Tension headache	Neurological
NS_329.8	97	4596	0.9973827894017242	0.0011381301344493267	4054.35	13.299050272778658	-7933.081	7959.679	596628.7101064738	5.775704148021707	False	Both	Altered mental status, unspecified	Neurological
DE_685	226	4366	0.9954755575408205	0.001969398977069347	2123.848	12.043445160900097	-4150.622	4174.709	169981.54662913087	5.230401776483333	False	Both	Disorders of sweat glands	Dermatological
SO_363	325	4286	0.9957508954743411	0.0018492943593673243	2509.91	13.366494155022119	-4905.966	4932.699	638255.6293377368	5.804994653918175	False	Both	Disorders of lacrimal system	Sense organs
GU_599	261	4269	0.9972576503444092	0.0011926233664633296	4105.005	14.109035853487248	-8031.553	8059.771	1341147.1039984836	6.127476416144648	False	Both	Other symptoms/disorders or the urinary system	Genitourinary
RE_486	196	4348	0.9950990373200763	0.002133693906349089	2018.086	12.39606239179	-3942.98	3967.772	241847.4396779283	5.383541494082823	False	Both	Other respiratory disorders	Respiratory
SO_386.4	58	4706	0.9980768338457471	0.0008360246136182295	5519.265	13.303271279198098	-10800.0	10800.0	599152.4062436187	5.777537307817748	False	Both	Visual field defects	Sense organs
CA_138.1	118	4525	0.9966635568966254	0.0014514214702253077	3078.774	12.87427396120161	-6021.412	6047.161	390145.0847873242	5.591226139860579	False	Both	Nevus, non-neoplastic	Neoplasms
SO_361	86	4674	0.9979618019292961	0.0008860814869846512	5270.839	13.46438568741199	-10300.0	10300.0	703895.8525037377	5.8475084062601494	False	Both	Disorders of eyelid function	Sense organs
MB_296	197	4551	0.9979510707075466	0.0008907515409271853	5407.067	13.885104393081255	-10600.0	10600.0	1072072.6545480543	6.030224218565789	False	Both	Personality disorders	Mental
GI_546.3	52	4680	0.9981031044563171	0.0008245935988198759	5079.896	12.076986233221282	-9944.336	9968.49	175779.60293147157	5.2449684791095414	False	Both	Hepatomegaly	Gastrointestinal
EM_204.4	387	4250	0.9962932559798431	0.001612809459783258	3097.256	14.389020216609369	-6056.122	6084.9	1774483.9684243565	6.249072080067783	False	Both	Hyperglycemia	Endocrine/Metab
MB_290	1178	3280	0.9977798632783095	0.0009652650343994116	5791.178	16.114140936253875	-11300.0	11400.0	9960530.948814657	6.998282489226358	False	Both	Reaction to severe stress, and adjustment disorders	Mental
MS_723.52	63	4721	0.9982813901436113	0.0007470248833650518	5905.264	12.719701415428515	-11600.0	11600.0	334269.026206686	5.524096136177586	False	Both	Posterior tibial tendinitis	Muscloskeletal
EM_200.3	101	4658	0.998059114948901	0.000843734728884198	5441.214	13.235977377770316	-10700.0	10700.0	560159.7992285105	5.748311937761922	False	Both	Thyrotoxicosis [hyperthyroidism]	Endocrine/Metab
EM_256	599	3857	0.9899419404163349	0.004390275802667264	955.354	12.04342017447137	-1860.415	1884.502	169977.29945039225	5.2303909250152145	False	Both	Disorders of fluid, electrolyte and acid-base balance	Endocrine/Metab
BI_177.2	264	4290	0.9873652539212779	0.005522159976289215	627.014	9.92937474839919	-1218.996	1238.854	20524.50358996557	4.312272661979258	False	Both	Enlargement of lymph nodes [Lymphadenopathy]	Blood/Immune
MS_713.37	1258	3188	0.9792289799250218	0.009115742221303354	448.168	11.668301940200875	-866.725	890.061	116809.76381639164	5.067479145810247	False	Both	Pain in knee	Muscloskeletal
MS_713.3	2514	1860	0.9939744662959358	0.0026247718292542396	2154.618	16.27158260692079	-4206.701	4239.245	11658925.790763699	7.066658538018629	False	Both	Pain in joint	Muscloskeletal
CA_136.4	574	4038	0.9953269424068768	0.0020342398969703966	2510.495	14.703571377373867	-4905.775	4935.182	2430412.0707336343	6.385679913464067	False	Both	Benign neoplasm of colon, rectum, anus and anal canal	Neoplasms
EM_239.1	874	3715	0.9940676500660222	0.0025840592137135283	2006.928	14.921846427120226	-3918.585	3948.429	3023260.452822422	6.480475563106068	False	Both	Hypercholesterolemia	Endocrine/Metab
MS_741.4	69	4673	0.9980392105432422	0.0008523959991563782	5217.141	12.821059518320418	-10200.0	10200.0	369926.4637775074	5.568115400959721	False	Both	Sprains and strains of hip and thigh	Muscloskeletal
EM_239	1534	2993	0.9901833848860845	0.0042843653331852685	1230.854	15.143948665470914	-2397.285	2427.573	3775142.4138275855	6.576933339640132	False	Both	Hyperlipidemia	Endocrine/Metab
BI_168.1	55	4710	0.9981362740159379	0.000810161104533747	5480.922	12.802535457834285	-10700.0	10800.0	363137.00193203194	5.560070503708151	False	Both	Hypo-coagulability	Blood/Immune
GU_582.1	165	4543	0.9974356479689838	0.0011151143214234856	4419.045	14.202562726468525	-8646.966	8675.371	1472633.3143465647	6.168094620990083	False	Both	Acute kidney failure	Genitourinary
CA_103.2	106	4671	0.9979107686944485	0.0009082907729070219	5366.588	14.052227926247738	-10500.0	10500.0	1267082.9493338238	6.102805046816169	False	Both	Keratinocyte carcinoma	Neoplasms
BI_164.3	73	4641	0.9976071688606597	0.0010404386539730097	4356.893	13.066208313868346	-8526.288	8552.42	472696.264307795	5.674582170111415	False	Both	Acute posthemorrhagic anemia	Blood/Immune
MB_307	859	3652	0.9928738741610557	0.0031059168972102703	1519.823	13.574133156812007	-2965.223	2992.372	785545.104810359	5.895171126623422	False	Both	Behavioral and emotional disorders with onset usually in childhood and adolescence	Mental
CV_448.9	78	4670	0.9976563850248732	0.0010190136061380246	4609.578	13.539667620800417	-9021.067	9048.147	758932.121432216	5.880202934517752	False	Both	Peripheral vascular disease NOS [includes PAD]	Cardiovascular
CA_105.1	118	3051	8.474731404294597e-27	26.071874057311454	12.691	136.004663625453	111.132	160.878	1.1643268848630083e+59	59.06607492564215	True	Female	Malignant neoplasm of the breast, female	Neoplasms
DE_669.3	53	4721	0.9985118995312199	0.000646755159876236	6361.853	11.86522810581795	-12500.0	12500.0	142233.89164435028	5.153003092880109	False	Both	Hidradenitis suppurativa	Dermatological
GI_550	323	4348	0.9971457066009765	0.0012413763430747747	3803.494	13.606366965745144	-7441.104	7468.317	811278.7339655011	5.909170091973808	False	Both	Disorders of the gallbladder	Gastrointestinal
MS_741.3	137	4515	0.997009543268967	0.0013006846480074466	3419.333	12.815627722916132	-6688.954	6714.585	367922.5462736108	5.565756402188812	False	Both	Sprains and strains of wrist and hand	Muscloskeletal
SO_394.21	105	4604	0.9975523422510513	0.001064307315990043	4288.422	13.155544600271298	-8391.997	8418.308	516868.9296030013	5.7133804263299455	False	Both	Paroxysmal vertigo	Sense organs
GI_557.2	186	4429	0.99622812117223	0.0016412033208084151	2656.137	12.556532119874303	-5193.376	5218.489	283943.9447083554	5.453232611502351	False	Both	Blood in stool	Gastrointestinal
NS_345	55	4703	0.9981148298592145	0.0008194916731343542	5419.627	12.805021854093367	-10600.0	10600.0	364041.02783274226	5.5611503318832956	False	Both	Encephalopathy	Neurological
NS_333.1	1231	3353	0.9937098896202733	0.0027403879637950524	1904.258	15.012345345866795	-3717.265	3747.29	3309624.6623621723	6.519778744135913	False	Both	Sleep apnea	Neurological
BI_168.2	86	4674	0.9981175590141637	0.0008183041791919863	5585.729	13.178366705576025	-10900.0	11000.0	528800.6018045726	5.7232919407292036	False	Both	Hyper-coagulability	Blood/Immune
RE_479.6	104	4582	0.997126225495245	0.00124986118065851	3774.027	13.593101260871547	-7383.364	7410.55	800587.6190816818	5.903408869548648	False	Both	Pulmonary collapse [Atelectasis]	Respiratory
CV_404.1	76	4695	0.9978605029481357	0.000930167163821361	5136.325	13.772875792191945	-10100.0	10100.0	958261.3159923315	5.98148395648784	False	Both	Myocardial infarction [Heart attack]	Cardiovascular
EM_202.2	578	4123	0.9971720250031305	0.001229913839735863	4391.369	15.564541412890762	-8591.36	8622.489	5749028.3327822	6.7595944489731	False	Both	Type 2 diabetes	Endocrine/Metab
GI_506	105	4603	0.9975618974800743	0.0010601473705038043	4357.474	13.315190937028044	-8527.177	8553.808	606336.8307928642	5.782713949439469	False	Both	Diseases of salivary glands	Gastrointestinal
CV_444.11	150	4566	0.9975614933583508	0.0010603233073259097	4459.681	13.629764223054096	-8727.184	8754.444	830484.2331226224	5.919331391714756	False	Both	Varicose veins of lower extremities	Cardiovascular
GU_614.52	357	2551	0.05011947817044721	1.2999934594032478	7.501	-14.694478399203147	-29.397	0.008	4.1521125451871733e-7	-6.381730883220456	True	Female	Vaginitis and vulvovaginitis	Genitourinary
SO_362.6	68	4728	0.9979621871227887	0.0008859138579474294	5168.201	13.199700916521818	-10100.0	10100.0	540203.3471874358	5.732557270818721	False	Both	Dermatochalasis of eyelid	Sense organs
