phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
CV_431.11	56	1361	0.22343169632820215	0.650855217236572	0.278	0.3382191978985507	-0.206	0.883	1.4024478833444274	0.14688673132108446	True	Both	Cerebral infarction [Ischemic stroke]	Cardiovascular
NS_355.2	111	1204	0.0009202567136130189	3.0360910055308996	0.2	0.663021851623386	0.271	1.055	1.940647832526083	0.2879467315413131	True	Both	Alteration of consciousness	Neurological
EM_211	60	1355	0.7361353769993559	0.13304231055742421	0.269	0.09061271054932907	-0.436	0.618	1.0948449012578858	0.03935260018187022	True	Both	Disorders of adrenal glands	Endocrine/Metab
CA_139	59	1322	0.08936629348469684	1.0488262542900313	0.273	0.46444374402826655	-0.071	1.0	1.591128867742863	0.2017053551859625	True	Both	Benign sarcoma-related cancers	Neoplasms
NS_330	241	1134	0.006805807785752228	2.1671203207068497	0.143	0.3881715802154382	0.107	0.669	1.4742827203348823	0.1685807753192303	True	Both	Epilepsy, recurrent seizures, convulsions	Neurological
SS_840.612	87	1304	0.10983913619187793	0.9592428911807693	0.224	0.3575221863311792	-0.081	0.796	1.4297822877195219	0.15526991268161733	True	Both	Allergy to antibiotic agent (excluding penicillin)	Symptoms
EM_256.31	170	1152	0.007692004397213056	2.1139604761646003	0.175	-0.4670115573518788	-0.81	-0.124	0.6268728453804531	-0.20282054234296498	True	Both	Acidosis	Endocrine/Metab
MB_286.12	67	1357	0.00005238597042598033	4.280785006573356	0.263	1.0650717389987838	0.549	1.581	2.901047094808723	0.4625547790782723	True	Both	Bipolar II disorder*	Mental
MB_282.2	287	1053	0.0651032244928685	1.1863975007593117	0.137	0.2521666312842469	-0.016	0.52	1.2868104422976356	0.10951457648688037	True	Both	Personal history of nicotine dependence	Mental
BI_180	59	1341	0.030556970648946257	1.514889702964757	0.267	0.5780230951907873	0.054	1.102	1.7825110905435757	0.251032240653997	True	Both	Other disorders involving the immune mechanism	Blood/Immune
GU_582.2	164	1256	0.1173761399684116	0.9304201767953828	0.179	-0.28085597907788007	-0.632	0.071	0.7551370831880951	-0.12197420192305845	True	Both	Chronic kidney disease	Genitourinary
GU_594.3	138	1239	0.00806292414851718	2.0935074257811235	0.188	0.49718421145840774	0.129	0.865	1.6440853501867967	0.21592435952580602	True	Both	Urinary incontinence and enuresis	Genitourinary
EM_200.2	71	1347	0.0018306086855250318	2.7374044814109397	0.254	0.7913422800830157	0.294	1.289	2.206355987229405	0.3436755855367913	True	Both	Goiter	Endocrine/Metab
ID_057.1	50	1380	0.5374448258717639	0.26966611382976324	0.302	-0.18638298717068552	-0.779	0.406	0.8299556717310449	-0.08094510284887331	True	Both	Human immunodeficiency virus	Infections
DE_685.8	58	1307	0.0004487913450329066	3.347955527065384	0.28	0.9815946297440096	0.433	1.53	2.668708452554121	0.42630113116368895	True	Both	Hyperhidrosis	Dermatological
GU_599	75	1285	0.13099748459343494	0.8827370435631613	0.239	0.36081292155729944	-0.107	0.829	1.4344950726702579	0.15669906083172602	True	Both	Other symptoms/disorders or the urinary system	Genitourinary
GE_972	71	1321	0.005765314696489645	2.2391769820000182	0.25	0.6902401892052228	0.2	1.18	1.9941944597066332	0.2997675053596847	True	Both	Genetic neuromuscular disease	Genetic
